Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	auc_lin	auc_log	k_lin	k_log	death_lin	death_log	gr	dr	td	lagC	lagP	t_k	t_gr	t_dr	diauxie	MSE	K_Error > 20%
155	E12	220628_Cstr	1	0	0	0.071	0.071	0.072	0.0286125		0.071	-3.791486635852567e-05	0.002939478255902762	0.0003679714011541324	0.013801425831557612	0.0	0.0	0.07553796871012991	0.04973513257230863	9.176142705396733	0.20569683685121737	0.0	0.3958333333333333	0.3333333333333333	0.3958333333333333	0.0	2.02060314054144e-07	TRUE
156	F1	220628_Cstr	1	0	0	0.083	0.079	0.46	0.06963333333333332		0.083	0.03658044213229862	0.19965393636542722	0.3744290004004649	1.7058667232768343	0.0	0.0	16.627544543150968	-0.03695059506531733	0.04168668312757332	0.22111055147119646	0.0	0.3958333333333333	0.2625	0.3958333333333333	0.0	1.1345802850920772e-05	FALSE
157	F2	220628_Cstr	1	0	0	0.089	0.088	0.623	0.1268375		0.089	0.07794466577818032	0.4461087666791626	0.44457724787553254	1.8468287534363743	0.20999897735046244	0.4655107937390255	20.798235602607715	-10.082020390452806	0.03332721072132856	-0.01423064539442264	0.0	0.3125	0.0	0.35	1.0	0.0017895779131135896	FALSE
158	F3	220628_Cstr	1	0	0	0.088	0.085	1.216	0.1487125		0.088	0.1044889660896251	0.4892758099784288	0.6611482108653126	2.166373451275567	0.5486590232784049	1.2533610500416406	22.190022373143414	-26.720838437336354	0.031236885159650014	-0.008721694544756332	0.0	0.2708333333333333	0.0	0.37916666666666665	0.0	0.004204872653573813	TRUE
159	F4	220628_Cstr	1	0	0	0.086	0.085	0.697	0.13811666666666667		0.086	0.09959149803839401	0.46445849488827906	0.5730487723188605	2.0499907843482035	0.3673919845047226	0.7984200404008863	13.425588888991049	-25.46151742938399	0.05162881019903152	0.06846847722022681	0.0	0.3333333333333333	0.12083333333333333	0.3958333333333333	1.0	0.0009800491199837065	FALSE
160	F5	220628_Cstr	1	0	0	0.08	0.08	0.405	0.059720833333333334		0.08	0.027713550084886816	0.1680443359051048	0.3224216710061203	1.6153085381686274	0.00045481909913869245	0.0011310314965866652	25.136099980025588	-1.400467891708356	0.027575764780962637	0.25641136657802366	0.0	0.39166666666666666	0.2791666666666667	0.3958333333333333	1.0	2.1803753026819907e-05	FALSE
161	F6	220628_Cstr	1	0	0	0.081	0.08	0.422	0.06282083333333334		0.081	0.030348884830907447	0.17786504457923855	0.3376549166648472	1.642688214512897	0.0	0.0	24.09351863627342	0.7113267267254307	0.028769030834557896	0.24735632227194132	0.0	0.3958333333333333	0.2708333333333333	0.3958333333333333	1.0	3.782348385046116e-05	FALSE
162	F7	220628_Cstr	1	0	0	0.082	0.082	0.431	0.07928333333333333		0.082	0.046469348761893986	0.2528157203386965	0.3286150755642979	1.610639822377133	0.030434305969206377	0.07703316212652611	34.30061907122343	-6.557210833879083	0.02020800788232602	0.2169885775429475	0.0	0.35	0.24166666666666667	0.3958333333333333	0.0	5.375308686312778e-05	FALSE
163	F8	220628_Cstr	1	0	0	0.083	0.082	0.441	0.07005		0.083	0.03679686997631766	0.2023241517136135	0.34878509560431137	1.6490627228669017	0.012348979676649385	0.02901749884345639	37.64317359414916	-6.106088989881502	0.018413622295323166	0.24140117077776596	0.0	0.38333333333333336	0.25833333333333336	0.3958333333333333	0.0	3.784969649881431e-05	FALSE
164	F9	220628_Cstr	1	0	0	0.081	0.081	0.419	0.0782125		0.081	0.045558387555405935	0.25998739715394714	0.3219422121986164	1.6056594796731334	0.036091628347327764	0.09370919466921279	18.914535138982696	-2.3836091631922107	0.036646271000939104	0.19351581984942284	0.0	0.32916666666666666	0.22916666666666666	0.3541666666666667	0.0	3.966295822517614e-05	FALSE
165	F10	220628_Cstr	1	0	0	0.081	0.08	0.081	0.03225416666666667		0.081	-0.00014416280339718193	-0.0017911940617319965	7.341545984188014e-05	0.0009001303719487938	0.0009536617717148393	0.011832740677809392	0.3383147107091893	-0.3345856628004312	2.048823650343024	0.2828601257731289	0.0	0.29583333333333334	0.26666666666666666	0.325	0.0	5.565654298336043e-08	TRUE
166	F11	220628_Cstr	1	0	0	0.081	0.081	0.085	0.032891666666666666		0.081	0.0005442276280276054	0.005920081171594337	0.004390676011266137	0.051154908011766094	0.00138382195543639	0.016365443078957605	2.8293561096542867	-0.5016989090101274	0.24498407188646165	0.2727957692102522	0.0	0.29583333333333334	0.2791666666666667	0.3958333333333333	0.0	1.0351401306432825e-07	FALSE
167	F12	220628_Cstr	1	0	0	0.081	0.081	0.082	0.03253333333333333		0.081	7.988120190218864e-06	0.0015981615872070196	0.0007320780676297739	0.01272470923626359	0.001037368597651897	0.012725716123126026	0.485145667854934	-0.47920340025464264	1.4287403278786093	0.14435465845981157	0.0	0.17916666666666667	0.15833333333333333	0.2375	0.0	5.6733381342106246e-08	TRUE
